,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
52,blackassign0053,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
53,blackassign0054,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
54,blackassign0055,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
55,blackassign0056,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
56,blackassign0057,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
57,blackassign0058,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
58,blackassign0059,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
59,blackassign0060,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
60,blackassign0061,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
61,blackassign0062,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
62,blackassign0063,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
63,blackassign0064,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
64,blackassign0065,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
65,blackassign0066,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
66,blackassign0067,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
67,blackassign0068,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
68,blackassign0069,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
69,blackassign0070,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
70,blackassign0071,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
71,blackassign0072,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
72,blackassign0073,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
73,blackassign0074,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
74,blackassign0075,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
75,blackassign0076,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
76,blackassign0077,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
77,blackassign0078,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
78,blackassign0079,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
79,blackassign0080,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
80,blackassign0081,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
81,blackassign0082,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
82,blackassign0083,https://insights.blackcoffer.com/human-rights-outlook/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
83,blackassign0084,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
84,blackassign0085,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
85,blackassign0086,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
86,blackassign0087,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
87,blackassign0088,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
88,blackassign0089,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
89,blackassign0090,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
90,blackassign0091,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
91,blackassign0092,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
92,blackassign0093,https://insights.blackcoffer.com/travel-and-tourism-outlook/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
93,blackassign0094,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
94,blackassign0095,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
95,blackassign0096,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
96,blackassign0097,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
97,blackassign0098,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
98,blackassign0099,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
99,blackassign0100,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
